"EMD-","Status","Entry Title","Entry Authors","Deposit Date","Resolution (Å)","Associated PDB","Citation Title"
"9989","REL","Supercomplex for cylic electron transport in cyanobacteria","Pan X, Cao D, Xie F, Zhang Z, Li M","2019-07-15","3","6khi","Structural basis for electron transport mechanism of complex I-like photosynthetic NAD(P)H dehydrogenase."
"9990","REL","Supercomplex for electron transfer","Pan X, Cao D, Xie F, Zhang X, Li M","2019-07-15","3","6khj","Structural basis for electron transport mechanism of complex I-like photosynthetic NAD(P)H dehydrogenase."
"9994","REL","Structure of cyanobacterial photosystem I-IsiA-flavodoxin supercomplex","Cao P, Cao DF, Si L, Su XD, Chang WR, Liu ZF, Zhang XZ, Li M","2019-07-18","3.3","6kif","Structural basis for energy and electron transfer of the photosystem I-IsiA-flavodoxin supercomplex."
"9995","REL","Structure of cyanobacterial photosystem I-IsiA supercomplex","Cao P, Cao DF, Si L, Su XD, Chang WR, Liu ZF, Zhang XZ, Li M","2019-07-18","2.9","6kig","Structural basis for energy and electron transfer of the photosystem I-IsiA-flavodoxin supercomplex."
"9998","REL","Cryo-EM structure of human MLL1-ubNCP complex (3.2 angstrom)","Huang J, Xue H, Yao T","2019-07-20","3.2","6kiu","Structural basis of nucleosome recognition and modification by MLL methyltransferases."
"9999","REL","Cryo-EM structure of human MLL1-ubNCP complex (4.0 angstrom)","Huang J, Xue H, Yao T","2019-07-20","4","6kiv","Structural basis of nucleosome recognition and modification by MLL methyltransferases."
"10001","REL","CryoEM structure of modified Turnip Yellows Virus devoid of minor capsid protein readthrough domain","Trapani S, Lai Kee Him J, Hoh F, Brault V, Bron P","2019-05-24","3.5","6rtk","CryoEM structure of modified Turnip Yellows Virus devoid of minor capsid protein readthrough domain"
"10006","REL","RNA Polymerase I Pre-initiation complex DNA opening intermediate 2","Mueller CW, Sadian Y, Tafur L","2019-05-28","2.7","6rui","Molecular insight into RNA polymerase I promoter recognition and promoter melting."
"10007","REL","RNA Polymerase I Open Complex conformation 1","Mueller CW, Sadian Y, Tafur L","2019-05-28","3.5","6ruo","Molecular insight into RNA polymerase I promoter recognition and promoter melting."
"10009","REL","Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles (State III - subclass 1)","Kargas V, Warren AJ","2019-05-31","3.5","","Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles"
"10010","REL","Atomic structure of the Epstein-Barr portal  structure I","Machon C, Fabrega-Ferrer M, Zhou D, Cuervo A, Carrascosa JL, Stuart DI, Coll M","2019-05-31","3.5","6rvr","Atomic structure of the Epstein-Barr virus portal."
"10011","REL","Atomic structure of the Epstein-Barr portal  structure II","Machon C, Fabrega-Ferrer M, Zhou D, Cuervo A, Carrascosa JL, Stuart DI, Coll M","2019-05-31","3.6","6rvs","Atomic structure of the Epstein-Barr virus portal."
"10012","REL","Apoferritin map obtained from grids prepared with the Preassis method","Zhao J, Xu H, Carroni M, Zou X","2019-06-01","3.3","","A simple pressure-assisted method for cryo-EM specimen preparation"
"10016","REL","Inward-open structure of the ASCT2 (SLC1A5) mutant C467R in presence of TBOA","Garaeva AA, Guskov A, Slotboom DJ, Paulino C","2019-06-03","3.6","6rvx","A one-gate elevator mechanism for the human neutral amino acid transporter ASCT2."
"10019","REL","RNA Polymerase I Open Complex conformation 2 focused refinement on CF","Mueller CW, Sadian Y","2019-06-03","3","","Molecular insight into RNA polymerase I promoter recognition and promoter melting."
"10020","REL","RNA Polymerase I Open Complex conformation 2 focused refinement on Pol","Mueller CW, Sadian Y","2019-06-03","3","","Molecular insight into RNA polymerase I promoter recognition and promoter melting."
"10021","REL","Structure of human mitochondrial 28S ribosome in complex with mitochondrial IF3","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3","6rw4","Distinct pre-initiation steps in human mitochondrial translation."
"10022","REL","Structure of human mitochondrial 28S ribosome in complex with mitochondrial IF2 and IF3","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3.1","6rw5","Distinct pre-initiation steps in human mitochondrial translation."
"10023","REL","Mitochondrial 28S ribosome with IF3 (masked refined the body core)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","2.9","","Distinct pre-initiation steps in human mitochondrial translation."
"10024","REL","Mitochondrial 28S ribosome with IF3 (masked refined the head core)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","2.9","","Distinct pre-initiation steps in human mitochondrial translation."
"10025","REL","Mitochondrial 28S ribosome with IF3 (masked refined the tail)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3.1","","Distinct pre-initiation steps in human mitochondrial translation."
"10026","REL","Mitochondrial 28S ribosome with IF3 (masked refined mS39)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3","","Distinct pre-initiation steps in human mitochondrial translation."
"10027","REL","Mitochondrial 28S ribosome with IF3 (masked refined IF3)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","2.9","","Distinct pre-initiation steps in human mitochondrial translation."
"10028","REL","Mitochondrial 28S ribosome with IF2 and IF3 (masked refined the body core)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3","","Distinct pre-initiation steps in human mitochondrial translation."
"10029","REL","Mitochondrial 28S ribosome with IF2 and IF3 (masked refined the head core)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3","","Distinct pre-initiation steps in human mitochondrial translation."
"10030","REL","Mitochondrial 28S ribosome with IF2 and IF3 (masked refined the tail)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3.4","","Distinct pre-initiation steps in human mitochondrial translation."
"10031","REL","Mitochondrial 28S ribosome with IF2 and IF3 (masked refined mS39)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3.4","","Distinct pre-initiation steps in human mitochondrial translation."
"10032","REL","Mitochondrial 28S ribosome with IF2 and IF3 (masked refined IF2 and IF3-CTD)","Itoh Y, Khawaja A, Rorbach J, Amunts A","2019-06-03","3","","Distinct pre-initiation steps in human mitochondrial translation."
"10033","REL","Cryo-EM structure of Photorhabdus luminescens TcdA1","Roderer D, Leidreiter F, Gatsogiannis C, Meusch D, Benz R, Raunser S","2019-06-04","2.8","6rw6","Common architecture of Tc toxins from human and insect pathogenic bacteria."
"10034","REL","Cryo-EM structure of Xenorhabdus nematophila XptA1","Roderer D, Leidreiter F, Gatsogiannis C, Meusch D, Benz R, Raunser S","2019-06-04","2.8","6rw8","Common architecture of Tc toxins from human and insect pathogenic bacteria."
"10035","REL","Cryo-EM structure of Morganella morganii TcdA4","Roderer D, Leidreiter F, Gatsogiannis C, Meusch D, Benz R, Raunser S","2019-06-04","3.3","6rw9","Common architecture of Tc toxins from human and insect pathogenic bacteria."
"10036","REL","Cryo-EM structure of Photorhabdus luminescens TcdA4","Roderer D, Leidreiter F, Gatsogiannis C, Meusch D, Benz R, Raunser S","2019-06-04","4","6rwa","Common architecture of Tc toxins from human and insect pathogenic bacteria."
"10037","REL","Cryo-EM structure of Yersinia pseudotuberculosis TcaA-TcaB","Roderer D, Leidreiter F, Gatsogiannis C, Meusch D, Benz R, Raunser S","2019-06-04","3.3","6rwb","Common architecture of Tc toxins from human and insect pathogenic bacteria."
"10038","REL","RNA Polymerase I Open Complex conformation 2","Mueller CW, Sadian Y, Tafur L","2019-06-04","3","6rwe","Molecular insight into RNA polymerase I promoter recognition and promoter melting."
"10039","REL","Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles (State V - subclass 1)","Kargas V, Warren AJ","2019-06-05","3.3","","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes."
"10040","REL","Inner membrane ring and secretin N0 N1 domains of the Shigella type 3 secretion system","Lunelli M, Kamprad A","2019-06-05","3.9","6rwk","Cryo-EM structure of the Shigella type III needle complex."
"10041","REL","SIVrcm intasome","Cherepanov P, Nans A, Cook N","2019-06-05","3.4","6rwl","Structural basis of second-generation HIV integrase inhibitor action and viral resistance."
"10042","REL","SIVrcm intasome in complex with bictegravir","Cherepanov P, Nans A, Cook N","2019-06-05","2.8","6rwm","Structural basis of second-generation HIV integrase inhibitor action and viral resistance."
"10043","REL","SIVrcm intasome in complex with dolutegravir","Cherepanov P, Nans A, Cook N","2019-06-05","3.1","6rwn","Structural basis of second-generation HIV integrase inhibitor action and viral resistance."
"10044","REL","SIVrcm intasome (Q148H/G140S) in complex with bictegravir","Cherepanov P, Nans A, Cook N","2019-06-05","3.1","6rwo","Structural basis of second-generation HIV integrase inhibitor action and viral resistance."
"10045","REL","Inner membrane ring of the Shigella type 3 secretion system","Lunelli M, Kamprad A","2019-06-06","3.6","6rwx","Cryo-EM structure of the Shigella type III needle complex."
"10049","REL","THE STRUCTURE OF BD OXIDASE FROM ESCHERICHIA COLI","Rasmussen T, Boettcher B, Thesseling A, Friedrich T","2019-06-07","3.3","6rx4","Homologous bd oxidases share the same architecture but differ in mechanism."
"10052","REL","Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum  state B1","Cheng J, Kellner N, Griesel S, Berninghausen O, Beckmann R, Hurt E","2019-06-10","3.5","6rxu","Thermophile 90S Pre-ribosome Structures Reveal the Reverse Order of Co-transcriptional 18S rRNA Subdomain Integration."
"10053","REL","Cryo-EM structure of the 90S pre-ribosome (Kre33-Noc4) from Chaetomium thermophilum  state B2","Cheng J, Kellner N, Griesel S, Berninghausen O, Beckmann R, Hurt E","2019-06-10","4","6rxv","Thermophile 90S Pre-ribosome Structures Reveal the Reverse Order of Co-transcriptional 18S rRNA Subdomain Integration."
"10058","REL","Nucleosome-CHD4 complex structure (single CHD4 copy)","Farnung L, Ochmann M, Cramer P","2019-06-11","3.1","6ryr","Nucleosome-CHD4 chromatin remodeller structure maps human disease mutations."
"10059","REL","Nucleosome-CHD4 complex structure (two CHD4 copies)","Farnung L, Ochmann M, Cramer P","2019-06-12","4","6ryu","Nucleosome-CHD4 chromatin remodeller structure maps human disease mutations."
"10066","REL","Cryo-EM structure of Lsg1-TAP pre-60S ribosomal particles (State I - subclass 1)","Kargas V, Warren AJ","2019-06-13","3.3","","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes."
"10067","REL","Cryo-EM structure of Lsg1-TAP ribosomal subunit (State I - subclass 2)","Kargas V, Warren AJ","2019-06-13","3.4","","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes."
"10068","REL","Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles","Kargas V, Warren AJ","2019-06-13","3.2","6rzz","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes."
"10069","REL","Structure of LEDGF PWWP domain bound H3K36 methylated nucleosome","Wang H, Farnung L, Dienemann C, Cramer P","2019-06-13","3.2","6s01","Structure of H3K36-methylated nucleosome-PWWP complex reveals multivalent cross-gyre binding."
"10070","REL","Cryo-EM structure of Lsg1-TAP pre-60S ribosomal particles (State II - subclass 1)","Kargas V, Warren AJ","2019-06-13","3.6","","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes."
"10071","REL","Cryo-EM structures of Lsg1-TAP pre-60S ribosomal particles","Kargas V, Warren AJ","2019-06-13","3.9","6s05","Mechanism of completion of peptidyltransferase centre assembly in eukaryotes."
"10073","REL","Ribosome nascent chain in complex with SecA","Jomaa A, Wang S, Shan S, Ban N","2019-06-17","3.1","6s0k","The molecular mechanism of cotranslational membrane protein recognition and targeting by SecA."
"10076","REL","Erythromycin Resistant Staphylococcus aureus 70S ribosome (delta R88 A89 uL22) in complex with erythromycin.","Halfon Y, Matozv D, Eyal Z, Bashan A, Zimmerman E, Kjeldgaard J, Ingmer H, Yonath A","2019-06-18","2.4","6s0x","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant."
"10077","REL","Erythromycin Resistant Staphylococcus aureus 50S ribosome (delta R88 A89 uL22) in complex with erythromycin.","Halfon Y, Matozv D, Eyal Z, Bashan A, Zimmerman E, Kjeldgaard J, Ingmer H, Yonath A","2019-06-18","2.3","6s0z","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant."
"10078","REL","Erythromycin Resistant Staphylococcus aureus 50S ribosome (delta R88 A89 uL22).","Halfon Y, Matozv D","2019-06-18","3.2","6s12","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant."
"10079","REL","Erythromycin Resistant Staphylococcus aureus 70S ribosome (delta R88 A89 uL22).","Halfon Y, Matozv D, Eyal Z, Bashan A, Zimmerman E, Kjeldgaard J, Ingmer H, Yonath A","2019-06-18","3.6","6s13","Exit tunnel modulation as resistance mechanism of S. aureus erythromycin resistant mutant."
"10087","REL","Acquired functional capsid structures in metazoan totivirus-like dsRNA virus.","Okamoto K, Larsson SDD, Maia RNCF, Murata K, Hajdu J, Iwasaki K, Miyazaki N","2019-06-20","3.2","6s2c","Acquired Functional Capsid Structures in Metazoan Totivirus-like dsRNA Virus."
"10092","REL","KimA from Bacillus subtilis in inward-facing  occluded state","Tascon I, Sousa JS, Vonck J, Haenelt I","2019-06-25","3.7","6s3k","Structural basis of proton-coupled potassium transport in the KUP family."
"10093","REL","Structure of the core of the flagellar export apparatus from Vibrio mimicus  the FliPQR-FlhB complex.","Kuhlen L, Johnson S, Deme JC, Lea SM","2019-06-25","3.2","6s3l","The substrate specificity switch FlhB assembles onto the export gate to regulate type three secretion."
"10094","REL","Structure of human excitatory amino acid transporter 3 (EAAT3) in complex with TFB-TBOA","Baronina A, Pike ACW, Yu X, Dong YY, Shintre CA, Tessitore A, Chu A, Rotty B, Venkaya S, Mukhopadhyay S, Borkowska O, Chalk R, Shrestha L, Burgess-Brown NA, Edwards AM, Arrowsmith CH, Bountra C, Han S, Carpenter EP, Structural Genomics Consortium (SGC)","2019-06-25","3.3","6s3q","Structure of human excitatory amino acid transporter 3 (EAAT3)"
"10095","REL","Structure of the FliPQR complex from the flagellar type 3 secretion system of Pseudomonas savastanoi.","Kuhlen L, Johnson S, Deme JC, Lea SM","2019-06-25","3.5","6s3r","The substrate specificity switch FlhB assembles onto the export gate to regulate type three secretion."
"10097","REL","Faba bean necrotic stunt virus (FBNSV)","Trapani S, Lai Kee Him J, Blanc S, Bron P","2019-06-26","3.2","6s44","The Cryo-EM structure of Faba bean necrotic stunt virus (FBNSV)"
"10098","REL","Saccharomyces cerevisiae 80S ribosome bound with ABCF protein New1","Kasari V, Pochopien AA, Margus T, Murina V, Turnbull K, Zhou Y, Nissan T, Graf M, Novacek J, Atkinson GC, Johansson MJO, Wilson DN, Hauryliuk V","2019-06-26","3.3","6s47","A role for the Saccharomyces cerevisiae ABCF protein New1 in translation termination/recycling."
"10099","REL","Structure of ovine transhydrogenase in the apo state","Kampjut D, Sazanov LA","2019-07-01","3.7","6s59","Structure and mechanism of mitochondrial proton-translocating transhydrogenase."
"10101","REL","Apoferritin from mouse at 1.84 angstrom resolution","Mills DJ, Pfeil-Gardiner O, Vonck J","2019-07-02","1.8","6s61","To be published later"
"10102","REL","Type III-B Cmr-beta Cryo-EM structure of the Apo state","Sofos N, Montoya G","2019-07-02","2.8","6s6b","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10103","REL","Cryo-EM structure of murine norovirus (MNV-1)","Snowden JS, Hurdiss DL, Adeyemi OO, Ranson NA, Herod MR, Stonehouse NJ","2019-07-03","3.1","6s6l","Dynamics in the murine norovirus capsid revealed by high-resolution cryo-EM."
"10104","REL","Structure of Azospirillum brasilense Glutamate Synthase in a4b4 oligomeric state.","Swuec P","2019-07-03","3.9","6s6s","Cryo-EM Structures of Azospirillum brasilense Glutamate Synthase in Its Oligomeric Assemblies."
"10106","REL","Structure of Azospirillum brasilense Glutamate Synthase in a6b4 oligomeric state.","Swuec P","2019-07-03","3.5","6s6u","Cryo-EM Structures of Azospirillum brasilense Glutamate Synthase in Its Oligomeric Assemblies."
"10107","REL","Resting state of the E. coli Mre11-Rad50 (SbcCD) head complex bound to ATPgS","Kaeshammer L, Saathoff JH, Gut F, Bartho J, Alt A, Kessler B, Lammens K, Hopfner KP","2019-07-03","3.5","6s6v","Mechanism of DNA End Sensing and Processing by the Mre11-Rad50 Complex."
"10108","REL","Structure of Azospirillum brasilense Glutamate Synthase in a6b6 oligomeric state.","Swuec P","2019-07-03","3.5","6s6x","Cryo-EM Structures of Azospirillum brasilense Glutamate Synthase in Its Oligomeric Assemblies."
"10109","REL","Structure of beta-Galactosidase from Thermotoga maritima","Miguez-Amil S, Jimenez-Ortega E, Ramirez Escudero M, Sanz-Aparicio J, Fernandez-Leiro R","2019-07-04","2","6s6z","The cryo-EM Structure ofThermotoga maritimabeta-Galactosidase: Quaternary Structure Guides Protein Engineering."
"10110","REL","Cryo-EM structure of human oligosaccharyltransferase complex OST-A","Ramirez AS, Kowal J, Locher KP","2019-07-05","3.5","6s7o","Cryo-electron microscopy structures of human oligosaccharyltransferase complexes OST-A and OST-B."
"10111","REL","Nucleotide bound ABCB4","Olsen JA, Alam A, Kowal J, Stieger B, Locher KP","2019-07-05","3.2","6s7p","Structure of the human lipid exporter ABCB4 in a lipid environment."
"10112","REL","Cryo-EM structure of human oligosaccharyltransferase complex OST-B","Ramirez AS, Kowal J, Locher KP","2019-07-05","3.5","6s7t","Cryo-electron microscopy structures of human oligosaccharyltransferase complexes OST-A and OST-B."
"10117","REL","Cryo-EM structure of the Type III-B Cmr-beta bound to cognate target RNA and AMPPnP  state 1","Sofos N, Montoya G","2019-07-09","2.4","6s8b","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10118","REL","Structure of ZEBOV GP in complex with 1T0227 antibody","Diskin R, Cohen-Dvashi H","2019-07-09","3.5","6s8d","Structural Basis for a Convergent Immune Response against Ebola Virus."
"10119","REL","Cryo-EM structure of the type III-B Cmr-beta complex bound to non-cognate target RNA","Sofos N, Montoya G","2019-07-09","3.1","6s8e","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10120","REL","Structure of nucleotide-bound Tel1/ATM","Yates LA, Williams RM, Ayala R, Zhang X","2019-07-09","4","6s8f","Cryo-EM Structure of Nucleotide-Bound Tel1ATMUnravels the Molecular Basis of Inhibition and Structural Rationale for Disease-Associated Mutations."
"10121","REL","Cryo-EM structure of LptB2FGC in complex with AMP-PNP","Tang XD, Chang SH, Luo QH, Zhang ZY, Qiao W, Xu CH, Zhang CB, Niu Y, Yang WX, Wang T, Zhang ZB, Zhu XF, Dong CJ, Zhang X, Dong HH","2019-07-10","3.5","6s8g","Cryo-EM structures of lipopolysaccharide transporter LptB2FGC in lipopolysaccharide or AMP-PNP-bound states reveal its transport mechanism."
"10122","REL","Cryo-EM structure of LptB2FG in complex with LPS","Tang XD, Chang SH, Luo QH, Zhang ZY, Qiao W, Xu CH, Zhang CB, Niu Y, Yang WX, Wang T, Zhang ZB, Zhu XF, Dong CJ, Zhang X, Dong HH","2019-07-10","3.7","6s8h","Cryo-EM structures of lipopolysaccharide transporter LptB2FGC in lipopolysaccharide or AMP-PNP-bound states reveal its transport mechanism."
"10123","REL","Structure of ZEBOV GP in complex with 3T0265 antibody","Diskin R, Cohen-Dvashi H","2019-07-10","3","6s8i","Structural Basis for a Convergent Immune Response against Ebola Virus."
"10124","REL","Structure of ZEBOV GP in complex with 5T0180 antibody","Diskin R, Cohen-Dvashi H","2019-07-10","2.9","6s8j","Structural Basis for a Convergent Immune Response against Ebola Virus."
"10125","REL","Cryo-EM structure of LptB2FGC in complex with lipopolysaccharide","Tang XD, Chang SH, Luo QH, Zhang ZY, Qiao W, Xu CH, Zhang CB, Niu Y, Yang WX, Wang T, Zhang ZB, Zhu XF, Dong CJ, Zhang X, Dong HH","2019-07-10","3.1","6s8n","Cryo-EM structures of lipopolysaccharide transporter LptB2FGC in lipopolysaccharide or AMP-PNP-bound states reveal its transport mechanism."
"10126","REL","Cryo-EM structure of the Type III-B Cmr-beta bound to cognate target RNA and AMPPnP  state 2","Sofos N, Montoya G","2019-07-11","2.7","6s91","Structures of the Cmr-beta Complex Reveal the Regulation of the Immunity Mechanism of Type III-B CRISPR-Cas."
"10127","REL","Thermally-inactivated murine norovirus (MNV-1)","Snowden JS, Hurdiss DL, Adeyemi OO, Ranson NA, Herod MR, Stonehouse NJ","2019-07-16","2.9","","Dynamics in the murine norovirus capsid revealed by high-resolution cryo-EM."
"10128","REL","Thermally-stabilised mutant murine norovirus (MNV-1)","Snowden JS, Hurdiss DL, Adeyemi OO, Ranson NA, Herod MR, Stonehouse NJ","2019-07-16","3.1","","Dynamics in the murine norovirus capsid revealed by high-resolution cryo-EM."
"10134","REL","CryoEM structure of murine perforin-2 ectodomain in a pre-pore form","Ni T, Yu X, Gilbert RJC","2019-07-18","3.5","6sb3","Structure and mechanism of bactericidal mammalian perforin-2, an ancient agent of innate immunity."
"10140","REL","Post-catalytic P complex spliceosome at 3.3 angstrom resolution from merging data sets","Wilkinson ME, Nagai K","2019-07-23","3.3","","Methods for merging data sets in electron cryo-microscopy."
"10141","REL","The structure of human thyroglobulin","Coscia F, Turk D, Lowe J","2019-07-24","3.6","6scj","The structure of human thyroglobulin."
"10142","REL","Cryo-EM Structure of Barley Yellow Dwarf Virus VLP","Byrne MJ, Ranson NA","2019-07-24","3","6scl","Combining Transient Expression and Cryo-EM to Obtain High-Resolution Structures of Luteovirid Particles."
"10143","REL","33mer structure of the Salmonella flagella MS-ring protein FliF","Johnson S, Fong YH, Deme JC, Furlong EJ, Kuhlen L, Lea SM","2019-07-24","3.1","6scn","Symmetry mismatch in the MS-ring of the bacterial flagellar rotor explains the structural coordination of secretion and rotation."
"10144","REL","Cryo-EM Structure of Potato Leaf Roll Virus VLP","Byrne MJ, Ranson NA","2019-07-25","3.3","6sco","Combining Transient Expression and Cryo-EM to Obtain High-Resolution Structures of Luteovirid Particles."
"10145","REL","Structure of the RBM3/collar region of the Salmonella flagella MS-ring protein FliF with 33-fold symmetry applied","Johnson S, Fong YH, Deme JC, Furlong EJ, Kuhlen L, Lea SM","2019-07-26","2.6","6sd1","Symmetry mismatch in the MS-ring of the bacterial flagellar rotor explains the structural coordination of secretion and rotation."
"10146","REL","Structure of the RBM2inner region of the Salmonella flagella MS-ring protein FliF with 21-fold symmetry applied.","Johnson S, Fong YH, Deme JC, Furlong EJ, Kuhlen L, Lea SM","2019-07-26","3.1","6sd2","Structure of the bacterial flagellar rotor MS-ring: a minimum inventory/maximum diversity system"
"10147","REL","34mer structure of the Salmonella flagella MS-ring protein FliF","Johnson S, Fong YH, Deme JC, Furlong EJ, Kuhlen L, Lea SM","2019-07-26","3.3","6sd3","Structure of the bacterial flagellar rotor MS-ring: a minimum inventory/maximum diversity system"
"10148","REL","Structure of the RBM3/collar region of the Salmonella flagella MS-ring protein FliF with 34-fold symmetry applied","Johnson S, Fong YH, Deme JC, Furlong EJ, Kuhlen L, Lea SM","2019-07-26","2.8","6sd4","Structure of the bacterial flagellar rotor MS-ring: a minimum inventory/maximum diversity system"
"10149","REL","Structure of the RBM2 inner ring of Salmonella flagella MS-ring protein FliF with 22-fold symmetry applied","Johnson S, Fong YH, Deme JC, Furlong EJ, Kuhlen L, Lea SM","2019-07-26","3.1","6sd5","Structure of the bacterial flagellar rotor MS-ring: a minimum inventory/maximum diversity system"
"10151","REL","Class 1 : CENP-A nucleosome","Ali-Ahmad A, Bilokapic S, Schafer IB, Halic M, Sekulic N","2019-07-29","3.8","6se0","CENP-C unwraps the human CENP-A nucleosome through the H2A C-terminal tail."
"10152","REL","Class2 : CENP-A nucleosome in complex with CENP-C central region","Ali-Ahmad A, Bilokapic S, Schafer IB, Halic M, Sekulic N","2019-07-29","3.5","6se6","CENP-C unwraps the human CENP-A nucleosome through the H2A C-terminal tail."
"10154","REL","Class2C : CENP-A nucleosome in complex with CENP-C central region","Ali-Ahmad A, Bilokapic S, Schafer IB, Halic M, Sekulic N","2019-07-29","3.7","6sef","CENP-C unwraps the human CENP-A nucleosome through the H2A C-terminal tail."
"10155","REL","Class1: CENP-A nucleosome in complex with CENP-C central region","Ali-Ahmad A, Bilokapic S, Schafer IB, Halic M, Sekulic N","2019-07-30","3.1","6seg","CENP-C unwraps the human CENP-A nucleosome through the H2A C-terminal tail."
"10156","REL","Class 2B : CENP-A nucleosome in complex with CENP-C central region","Ali-Ahmad A, Bilokapic S, Halic M, Sekulic N","2019-07-30","3.7","","CENP-C unwraps the human CENP-A nucleosome through the H2A C-terminal tail."
"10161","REL","Structure of DPS determined at 100 keV","Naydenova K, McMullan G, Peet MJ, Lee Y, Edwards PC, Chen S, Leahy E, Henderson R, Russo CJ","2019-07-30","3.4","","CryoEM at 100 keV: a demonstration and prospects."
"10162","REL","Cryo-EM structure of the ClpXP1/2 protein degradation machinery","Gatsogiannis C, Merino F, Raunser S","2019-07-31","4","6sfw 6sfx","Cryo-EM structure of the ClpXP protein degradation machinery."
"10175","REL","Head domain of the mt-SSU assemblosome from Trypanosoma brucei","Saurer M, Ramrath DJF, Niemann M, Calderaro S, Prange C, Mattei S, Scaiola A, Leitner A, Bieri P, Horn EK, Leibundgut M, Boehringer D, Schneider A, Ban N","2019-08-03","3.1","6sg9","Mitoribosomal small subunit biogenesis in trypanosomes involves an extensive assembly machinery."
"10176","REL","mt-SSU assemblosome of wild-type Trypanosoma brucei brucei","Saurer M, Ramrath D, Niemann M, Calderaro S, Prange C, Mattei S, Scaiola A, Leitner A, Bieri P, Horn EK, Leibundgut M, Schneider A, Boehringer D, Ban N","2019-08-03","4","","Mitoribosomal small subunit biogenesis in trypanosomes involves an extensive assembly machinery."
"10177","REL","Body domain of the mt-SSU assemblosome from Trypanosoma brucei","Saurer M, Ramrath DJF, Niemann M, Calderaro S, Prange C, Mattei S, Scaiola A, Leitner A, Bieri P, Horn EK, Leibundgut M, Boehringer D, Schneider A, Ban N","2019-08-03","3.1","6sga","Mitoribosomal small subunit biogenesis in trypanosomes involves an extensive assembly machinery."
"10180","REL","mt-SSU assemblosome of Trypanosoma brucei","Saurer M, Ramrath DJF, Niemann M, Calderaro S, Prange C, Mattei S, Scaiola A, Leitner A, Bieri P, Horn EK, Leibundgut M, Boehringer D, Schneider A, Ban N","2019-08-03","3.3","6sgb","Mitoribosomal small subunit biogenesis in trypanosomes involves an extensive assembly machinery."
"10181","REL","Rabbit 80S ribosome stalled on a poly(A) tail","Chandrasekaran V, Juszkiewicz S, Choi J, Puglisi JD, Brown A, Shao S, Ramakrishnan V, Hegde RS","2019-08-03","2.8","6sgc","Mechanism of ribosome stalling during translation of a poly(A) tail."
"10182","REL","Cryo-EM structure of Escherichia coli AcrBZ and DARPin in Saposin A-nanodisc with cardiolipin","Szewczak-Harris A, Du D, Newman C, Neuberger A, Luisi BF","2019-08-05","3.2","6sgr","Interactions of a Bacterial RND Transporter with a Transmembrane Small Protein in a Lipid Environment."
"10183","REL","Cryo-EM structure of Escherichia coli AcrBZ and DARPin in Saposin A-nanodisc","Szewczak-Harris A, Du D, Newman C, Neuberger A, Luisi BF","2019-08-05","3.2","6sgs","Interactions of a Bacterial RND Transporter with a Transmembrane Small Protein in a Lipid Environment."
"10184","REL","Cryo-EM structure of Escherichia coli AcrB and DARPin in Saposin A-nanodisc with cardiolipin","Szewczak-Harris A, Du D, Newman C, Neuberger A, Luisi BF","2019-08-05","3.5","6sgt","Interactions of a Bacterial RND Transporter with a Transmembrane Small Protein in a Lipid Environment."
"10185","REL","Cryo-EM structure of Escherichia coli AcrB and DARPin in Saposin A-nanodisc","Szewczak-Harris A, Du D, Newman C, Neuberger A, Luisi BF","2019-08-05","3.3","6sgu","Interactions of a Bacterial RND Transporter with a Transmembrane Small Protein in a Lipid Environment."
